Date,Time,Location,City,State,Weather (2&3),Road Surface (6),Traffic Control Device (4),Intersection Type (7),Traffic Way Desc (8),Collision Manner (11),# of Involved Vehicles,Vehicle1 Configuration (21),Driver1 Contrib Code1 (25),Driver1 Contrib Code2 (25),Vehicle2 Configuration (21),Driver2 Contrib Code1 (25),Driver2 Contrib Code2 (25),Vehicle3 Configuration (21),Driver3 Contrib Code1 (25),Driver3 Contrib Code2 (25),Vehicle4 Configuration (21),Driver4 Contrib Code1 (25),Driver4 Contrib Code2 (25),Vehicle5 Configuration (21),Driver5 Contrib Code1 (25),Driver5 Contrib Code2 (25),Vehicle6 Configuration (21),Driver6 Contrib Code1 (25),Driver6 Contrib Code2 (25),Vehicle7 Configuration (21),Driver7 Contrib Code1 (25),Driver7 Contrib Code2 (25),Bicycle,Pedestrian,Non-MV,Non-Motorist Location (16),Non-Motorist Action (15),Non-Motorist Type,Manner of Non-Motorist (Person) Collision,Injury,Multiple,Gender1,Age1,Severity1,Hospital1,Gender2,Age2,Severity2,Hospital2,Gender3,Age3,Severity3,Hospital3,Gender4,Age4,Severity4,Hospital4,Gender5,Age5,Severity5,Hospital5,City Vehicle?,Notes,column 65,column 66,column 67,column 68,column 69,column 70,column 71,column 72,column 73,column 74,column 75,column 76,column 77,column 78,column 79,column 80,column 81,column 82,column 83,column 84,column 85,column 86,column 87,column 88,column 89
09/17/2015,8:35,Somerville Ave & Church St,Somerville,MA,1,1,2,2,1,3,1,1,99,,1,1,,,,,,,,,,,,,,,,,1,0,0,10,1,,5,1,,1,31,3,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/18/2015,14:34,97 Cross St,Somerville,MA,1,1,1,1,1,4,,1,4,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/18/2015,14:56,Prospect St & Concord Ave,Somerville,MA,1,1,3,4,1,3,,1,1,,1,9,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,60,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/18/2015,16:51,79 Highland Ave,Somerville,MA,1,1,1,1,1,1,,2,1,,2,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/18/2015,8:11,154 Highland Ave,Somerville,MA,1,1,1,1,2,4,2,4,99,,1,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,MBTA bus sideswiped parked City MV,,,,,,,,,,,,,,,,,,,,,,,,,
09/19/2015,13:50,238 Summer St,Somerville,MA,1,1,1,1,1,4,1,1,19,,,1,,,,,,,,,,,,,,,,,1,0,0,4,2,,3,1,,1,20,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2015,21:54,253 Highland Ave,Somerville,MA,1,1,1,1,1,4,,1,14,,1,1,,1,1,,1,1,,2,1,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/21/2015,17:18,Medford St & Glenwood Rd,Somerville,MA,1,1,2,2,1,3,,1,3,4,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,19,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/22/2015,12:14,Powder House Blvd & Powder House Rotary,Somerville,MA,2,1,2,3,1,2,,1,5,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2015,13:10,Lowell St & Albion St,Somerville,MA,1,1,2,3,1,3,,1,3,19,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/26/2015,13:58,Columbus Ave & Washington St,Somerville,MA,1,1,2,3,2,3,3,1,1,,1,1,,1,1,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,"MV op thought car was in park; it rolled across Washington into lot housing Det. vehicles, striking fence & 2 unmarkeds",,,,,,,,,,,,,,,,,,,,,,,,,
09/27/2015,5:50,McGrath Hwy & Washington St,Somerville,MA,1,1,3,2,1,3,,2,99,,2,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/2015,8:00,Prospect St & Somerville Ave,Somerville,MA,1,1,3,2,2,3,,1,13,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/2015,9:44,Broadway & Glen St,Somerville,MA,1,1,1,3,2,2,,1,1,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/2015,15:00,Glenwood Rd & Broadway,Somerville,MA,1,1,2,3,4,1,1,1,3,19,,,,,,,,,,,,,,,,,,,0,1,0,1,1,,4,1,,0,30,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/2015,11:09,24 Rossmore St,Somerville,MA,1,1,1,1,4,4,,1,19,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/2015,13:23,180 Somerville Ave,Somerville,MA,1,1,1,1,1,3,,1,4,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,30,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/2015,12:45,100 Pearson Rd,Somerville,MA,1,1,1,1,4,3,,1,1,,1,9,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/2015,21:24,285 Medford St,Somerville,MA,3,2,1,1,1,2,,2,7,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/2015,19:09,Broadway & Cutter St,Somerville,MA,3,2,1,3,3,1,1,2,97,,,1,,,,,,,,,,,,,,,,,0,1,0,4,3,,5,1,,1,57,3,1,,,,,,,,,,,,,,,,,1,SPD Aux officer working SomerStreets event,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2015,4:58,281 Broadway,Somerville,MA,3,2,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,0,4,2,,5,1,,1,49,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2015,16:45,Somerville Ave & Linden St,Somerville,MA,3,2,3,3,1,5,2,2,99,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,"SPD cruiser responding to call, exited back lot & struck stopped MV while turning",,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2015,6:34,32 Florence St,Somerville,MA,3,2,1,1,4,1,,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,4,7,Sink Hole,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2015,17:01,15 McGrath Hwy,Somerville,MA,2,1,3,3,3,2,2,2,5,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,60,3,0,,,,,,,,,,,,,,,,,1,SPD cruiser stopped for pedestrian in perpendicular crosswalk; MV rear-ended cruiser,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2015,1:05,218 Somerville Ave,Somerville,MA,2,2,1,1,2,2,,2,1,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2015,19:34,384 Highland Ave,Somerville,MA,3,2,1,1,4,4,2,13,1,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,City vehicle pulling out of parking space; MV tried to go around & sideswiped,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2015,2:31,170 Highland Ave,Somerville,MA,1,1,1,1,1,2,,11,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2015,10:25,Washington St & Joy St,Somerville,MA,3,2,1,9,1,3,,4,4,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2015,18:33,165 Middlesex Ave,Somerville,MA,1,1,1,1,1,3,,2,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2015,11:45,273 Washington St,Somerville,MA,3,2,1,1,1,3,2,7,1,,1,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,SFD engine pulling out leaving call; roadway slick & engine slipped & sideswiped parked MV,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2015,16:03,Medford St & School St,Somerville,MA,1,1,3,2,1,3,,1,99,,2,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2015,23:26,266 Broadway,Somerville,MA,1,1,1,3,2,4,2,1,20,,2,,,,,,,,,,,,,,,,,,0,0,1,,,Utility Pole,,1,,1,25,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2015,1:50,Broadway & Warner St,Somerville,MA,1,1,2,7,4,3,,1,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2015,13:33,Conwell Ave & Curtis St,Somerville,MA,1,1,1,3,1,5,,6,1,,6,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2015,13:37,400 Somerville Ave,Somerville,MA,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,10,2,,2,1,,1,25,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2015,17:15,Broadway & Wallace St,Somerville,MA,1,1,1,3,1,1,1,1,99,,,99,,,,,,,,,,,,,,,,,1,0,0,10,1,,2,1,,1,30,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2015,16:08,Somerville Ave & Spring St,Somerville,MA,1,1,2,3,1,6,,2,99,,2,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2015,8:45,Elm St & Grove St,Somerville,MA,1,1,1,3,1,1,1,20,4,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,,2,1,,1,30,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2015,23:31,86 Cross St,Somerville,MA,1,1,1,1,1,3,,1,9,97,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,56,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2015,23:37,30 River Road,Somerville,MA,1,1,1,1,1,3,,1,10,97,2,,,2,,,1,,,2,,,1,,,2,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2015,10:15,Stone Ave & Somerville Ave,Somerville,MA,1,1,1,3,4,3,2,8,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,SFD engine sideswiped parked MV; MVs parked on both sides of narrow street,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2015,16:41,Broadway & Temple St,Somerville,MA,1,1,3,3,2,2,,2,10,19,1,1,,1,1,,2,1,,,,,,,,,,,0,0,0,,,,,1,,0,59,2,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2015,16:27,16 Medford St,Somerville,MA,1,1,1,1,1,1,1,1,2,9,,,,,,,,,,,,,,,,,,,0,0,1,,,Fence,,1,,1,52,3,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2015,7:58,Hooker Ave & Farragut Ave,Somerville,MA,1,1,2,3,1,6,,1,1,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,27,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2015,8:49,244 Broadway,Somerville,MA,1,1,1,1,3,2,,2,5,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,41,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2015,18:39,Highland Ave & Cedar St,Somerville,MA,1,1,3,2,1,2,1,1,1,,,1,,,,,,,,,,,,,,,,,1,0,0,4,7,,4,1,,1,72,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2015,9:08,62 Dimick St,Somerville,MA,1,1,1,1,4,2,,1,1,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Ambulance,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2015,9:45,Pearl St & Jasper St,Somerville,MA,1,1,2,3,2,3,,1,1,,2,4,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,28,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2015,15:37,15 Elm St,Somerville,MA,1,1,1,1,1,2,2,1,4,,3,1,,,,,,,,,,,,,,,,,0,0,1,4,2,Motorcycle,5,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2015,8:20,Elm St & Holyoke Rd,Somerville,MA,1,1,1,3,1,2,1,2,4,,,1,,,,,,,,,,,,,,,,,1,0,0,2,1,,2,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2015,12:45,Pembroke St & Sycamore St,Somerville,MA,1,1,1,3,4,4,,6,99,,6,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2015,17:42,40 Cameron Ave,Somerville,MA,1,1,1,1,1,2,,2,5,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,66,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2015,10:21,32 Jaques St,Somerville,MA,99,99,99,99,99,unk,2,11,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,SFD engine struck mirror of parked MV,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2015,11:10,Bailey Rd & Shore Dr,Somerville,MA,3,2,1,3,1,5,,1,99,,2,99,,1,1,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2015,9:18,Greenville St & Boston St,Somerville,MA,2,1,1,2,1,4,2,2,99,,6,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,City MV sideswiped parked MV,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2015,2:25,Holland St,Somerville,MA,1,1,1,1,1,1,1,1,97,,,,,,,,,,,,,,,,,,,,0,0,1,,,"Fence, park bench, tree, bus stop sign",,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2015,8:04,205 Highland Ave,Somerville,MA,1,1,1,1,1,3,,2,1,,2,4,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2015,9:06,114 Temple St,Somerville,MA,2,1,1,1,1,4,,1,9,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,2,1,51,4,1,0,20,4,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2015,16:40,230 Highland Ave,Somerville,MA,99,99,99,99,99,unk,,1,10,,1,1,,1,1,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2015,17:45,Pearl St & Marshall St,Somerville,MA,3,2,1,1,1,4,,1,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2015,7:49,Broadway & Endicott Ave,Somerville,MA,2,1,1,2,1,3,1,2,4,,,99,,,,,,,,,,,,,,,,,1,0,0,2,1,,5,1,,1,26,3,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2015,7:58,Broadway & Cross St,Somerville,MA,3,2,3,2,1,3,,1,4,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2016,9:58,267 Willow Ave,Somerville,MA,1,1,3,1,2,5,2,1,99,,,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2015,14:04,Mystic Ave & Lombardi Way,Somerville,MA,1,1,3,2,4,2,,2,97,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,47,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2015,18:39,95 Beacon St,Somerville,MA,1,1,1,1,2,2,,2,1,,1,1,,1,1,,2,1,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2015,11:48,Elm St & Beech St,Somerville,MA,99,99,99,99,99,unk,,1,1,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2015,13:23,147 Highland Ave,Somerville,MA,1,1,1,1,1,5,,2,1,,1,10,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2015,9:56,Broadway & Central St,Somerville,MA,1,1,1,3,1,2,,2,19,,2,1,,1,1,,,,,,,,,,,,,,0,0,0,,,,,1,,0,44,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2015,14:14,315 Washington St,Somerville,MA,1,1,1,1,1,4,1,1,99,,,1,,,,,,,,,,,,,,,,,1,0,0,4,2,,3,1,,1,29,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2015,18:19,Simpson Ave & Holland St,Somerville,MA,1,unk,2,3,1,4,3,7,6,,2,1,,1,1,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,SFD engine struck 2 parked vehicles while turning,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2015,7:15,Mystic Ave & Lombardi Way,Somerville,MA,1,1,3,2,4,2,2,2,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,SPD unmarked stopped at light allegedly backed into MV; SPD op denies,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2015,6:46,Summer St & Central St,Somerville,MA,1,1,3,2,99,5,,1,1,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,55,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2015,9:41,320 Broadway,Somerville,MA,1,1,1,9,1,3,,2,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,38,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2015,7:15,289 Highland Ave,Somerville,MA,1,1,1,1,1,2,,2,4,,2,18,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,45,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2015,8:02,650 Somerville Ave,Somerville,MA,1,1,1,1,1,3,1,1,4,,,1,,,,,,,,,,,,,,,,,1,0,0,4,2,,5,1,,1,47,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2015,1:21,499 Broadway,Somerville,MA,1,1,3,2,2,1,1,2,99,,,,,,,,,,,,,,,,,,,,0,0,1,,,Light Pole,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2015,8:10,391 Broadway,Somerville,MA,1,1,1,1,3,2,1,1,1,,,1,,,,,,,,,,,,,,,,,1,0,0,4,2,,4,1,,0,23,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2015,14:47,Medford St & Walnut St,Somerville,MA,1,1,3,2,1,3,,1,13,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,20,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2015,14:02,272 Willow Ave,Somerville,MA,1,1,1,1,1,4,,1,11,,1,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2015,14:40,417 Somerville Ave,Somerville,MA,1,1,1,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,10,2,,2,1,,1,79,3,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2015,8:35,10 Line St,Somerville,MA,2,1,1,1,4,2,,2,97,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,2,1,52,4,0,1,68,4,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2015,15:56,1273 Broadway,Somerville,MA,1,1,1,1,1,2,,2,20,,1,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2015,4:30,Broadway & Willow Ave,Somerville,MA,3,2,3,3,1,1,1,8,1,,,,,,,,,,,,,,,,,,,,0,0,1,,,Tree,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2015,18:59,Broadway & Mt. Pleasant St,Somerville,MA,1,1,1,3,4,3,,2,4,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2015,17:41,Mystic Ave,Somerville,MA,3,2,7,1,4,2,,2,5,,2,1,,1,1,,1,1,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2015,9:48,Washington St & McGrath Hwy,Somerville,MA,2,1,3,3,4,4,1,1,1,,,1,,,,,,,,,,,,,,,,,1,0,0,2,1,,1,1,,1,31,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2015,12:49,30 Ash Ave,Somerville,MA,2,1,1,1,1,2,1,1,1,,2,,,,,,,,,,,,,,,,,,0,0,1,,,Utility Pole,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2015,7:22,290 Washington St,Somerville,MA,1,2,3,1,1,1,1,1,1,,,4,,,,,,,,,,,,,,,,,1,0,0,9,2,,2,1,,1,52,3,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2015,12:23,Broadway & Illinois Ave,Somerville,MA,1,1,2,2,3,3,,2,1,,2,1,,1,4,,2,1,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2015,23:02,107 Moreland St,Somerville,MA,1,1,1,1,4,3,,1,19,,1,1,,1,1,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2015,5:32,34 Central St,Somerville,MA,1,1,1,1,4,99,,1,1,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2015,7:40,246 Broadway,Somerville,MA,1,1,1,1,1,6,,1,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2015,10:04,Broadway & Central St,Somerville,MA,1,1,1,3,1,2,,1,1,,1,16,,,,,,,,,,,,,,,,,0,0,0,,,,,1,2,0,62,4,1,0,24,4,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2015,10:07,Broadway & Cross St,Somerville,MA,2,1,3,2,2,2,,1,97,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2015,7:23,Benton Rd & Summer St,Somerville,MA,1,1,1,2,1,9,,1,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2015,9:10,Summer St & Cherry St,Somerville,MA,1,1,2,4,1,3,,1,1,,2,3,19,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2015,15:08,86 Irving St,Somerville,MA,1,1,1,3,4,2,,1,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,12:50,311 Medford St,Somerville,MA,2,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,0,0,1,4,7,Jersey Barrier,,1,,0,61,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
